       Energy delta[Wh]   GHI  temp  pressure  humidity  wind_speed  rain_1h  snow_1h  clouds_all  isSun  sunlightTime  dayLength  SunlightTime/daylength  weather_type  month
5858          54.362946   0.0   2.3      1027        97         3.4     0.00     0.00          99      0             0        450                    0.00             4     12
5859          54.362946   0.0   2.3      1027        97         3.4     0.00     0.00          99      0             0        450                    0.00             4     12
5860         -59.581364   0.0   2.7      1027        97         3.1     0.00     0.00           8      0             0        450                    0.00             1     12
5861         -59.581364   0.0   2.7      1027        97         3.1     0.00     0.00           8      0             0        450                    0.00             1     12
5862         -59.581364   0.0   2.7      1027        97         3.1     0.00     0.00           8      0             0        450                    0.00             1     12
5863         -59.581364   0.0   2.7      1027        97         3.1     0.00     0.00           8      0             0        450                    0.00             1     12
5864         219.188980   0.0   2.7      1028        96         3.0     0.00     0.00          45      0             0        450                    0.00             2     12
5865         219.188980   0.0   2.7      1028        96         3.0     0.00     0.00          45      0             0        450                    0.00             2     12
5866         219.188980   0.0   2.7      1028        96         3.0     0.00     0.00          45      0             0        450                    0.00             2     12
5867         219.188980   0.0   2.7      1028        96         3.0     0.00     0.00          45      0             0        450                    0.00             2     12
5868          54.709343   0.0   2.4      1028        97         3.1     0.00     0.00          99      0             0        450                    0.00             4     12
5869          54.709343   0.0   2.4      1028        97         3.1     0.00     0.00          99      0             0        450                    0.00             4     12
5870          54.709343   0.0   2.4      1028        97         3.1     0.00     0.00          99      0             0        450                    0.00             4     12
5871          54.709343   0.0   2.4      1028        97         3.1     0.00     0.00          99      0             0        450                    0.00             4     12
5872          52.881020   0.0   1.9      1028        97         2.8     0.00     0.00         100      0             0        450                    0.00             4     12
5873          52.881020   0.0   1.9      1028        97         2.8     0.00     0.00         100      0             0        450                    0.00             4     12
5874          52.881020   0.0   1.9      1028        97         2.8     0.00     0.00         100      0             0        450                    0.00             4     12
5875          52.881020   0.0   1.9      1028        97         2.8     0.00     0.00         100      0             0        450                    0.00             4     12
5876          54.314594   0.0   2.4      1028        97         2.7     0.00     0.00          99      0             0        450                    0.00             4     12
5877          54.314594   0.0   2.4      1028        97         2.7     0.00     0.00          99      0             0        450                    0.00             4     12
5878          54.314594   0.0   2.4      1028        97         2.7     0.00     0.00          99      0             0        450                    0.00             4     12
5879          54.314594   0.0   2.4      1028        97         2.7     0.00     0.00          99      0             0        450                    0.00             4     12
5880          70.008340   0.0   2.4      1029        96         2.6     0.00     0.00          94      0             0        450                    0.00             4     12
5881          70.008340   0.0   2.4      1029        96         2.6     0.00     0.00          94      0             0        450                    0.00             4     12
5882          70.008340   0.0   2.4      1029        96         2.6     0.00     0.00          94      0             0        450                    0.00             4     12
5883          70.008340   0.0   2.4      1029        96         2.6     0.00     0.00          94      0             0        450                    0.00             4     12
5884         200.726730   0.0   2.3      1029        95         2.3     0.00     0.00          66      0             0        450                    0.00             3     12
5885         198.906770   0.3   2.3      1029        95         2.3     0.00     0.00          66      1            15        450                    0.03             3     12
5886          44.483486   3.2   2.3      1029        95         2.3     0.00     0.00          66      1            30        450                    0.07             3     12
5887         271.628170   8.0   2.3      1029        95         2.3     0.00     0.00          66      1            45        450                    0.10             3     12
5888         291.592220  13.0   2.4      1030        96         2.4     0.00     0.00          77      1            60        450                    0.13             3     12
5889         291.812380   7.3   2.4      1030        96         2.4     0.00     0.00          77      1            75        450                    0.17             3     12
5890         297.482400   3.3   2.4      1030        96         2.4     0.00     0.00          77      1            90        450                    0.20             3     12
5891         545.501650   3.6   2.4      1030        96         2.4     0.00     0.00          77      1           105        450                    0.23             3     12
5892         562.303200   4.0   2.5      1030        95         2.5     0.00     0.00          81      1           120        450                    0.27             3     12
5893         562.706100   4.3   2.5      1030        95         2.5     0.00     0.00          81      1           135        450                    0.30             3     12
5894         966.212460   4.6   2.5      1030        95         2.5     0.00     0.00          81      1           150        450                    0.33             3     12
5895         729.243840   4.8   2.5      1030        95         2.5     0.00     0.00          81      1           165        450                    0.37             3     12
5896         847.199500   5.1   3.1      1030        92         2.0     0.00     0.00          86      1           180        450                    0.40             4     12
5897         660.150600   8.4   3.1      1030        92         2.0     0.00     0.00          86      1           195        450                    0.43             4     12
5898         827.943000  14.1   3.1      1030        92         2.0     0.00     0.00          86      1           210        450                    0.47             4     12
5899        1097.724900  14.8   3.1      1030        92         2.0     0.00     0.00          86      1           225        450                    0.50             4     12
5900        1175.042400  18.7   3.3      1030        89         1.9     0.00     0.00          96      1           240        450                    0.53             4     12
5901         714.930970  16.2   3.3      1030        89         1.9     0.00     0.00          96      1           255        450                    0.57             4     12
5902        1135.417000  15.2   3.3      1030        89         1.9     0.00     0.00          96      1           270        450                    0.60             4     12
5903        1148.309800  14.9   3.3      1030        89         1.9     0.00     0.00          96      1           285        450                    0.63             4     12
5904        1796.677200   8.5   3.8      1029        86         2.0     0.00     0.00          97      1           300        450                    0.67             4     12
5905        1406.760300  23.5   3.8      1029        86         2.0     0.00     0.00          97      1           315        450                    0.70             4     12
5906        1494.084000  31.3   3.8      1029        86         2.0     0.00     0.00          97      1           330        450                    0.73             4     12
5907        1458.657500  27.4   3.8      1029        86         2.0     0.00     0.00          97      1           345        450                    0.77             4     12
5908        1518.470700  21.3   3.7      1029        85         1.9     0.00     0.00          98      1           360        450                    0.80             4     12
5909          77.338060  20.2   3.7      1029        85         1.9     0.00     0.00          98      1           375        450                    0.83             4     12
5910        -154.430040   8.6   3.7      1029        85         1.9     0.00     0.00          98      1           390        450                    0.87             4     12
5911         -97.222595  10.1   3.7      1029        85         1.9     0.00     0.00          98      1           405        450                    0.90             4     12
5912         -83.985670   8.6   3.6      1029        86         2.0     0.00     0.00         100      1           420        450                    0.93             4     12
5913        -100.910350   3.9   3.6      1029        86         2.0     0.00     0.00         100      1           435        450                    0.97             4     12
5914        -104.033844   0.7   3.6      1029        86         2.0     0.00     0.00         100      1           450        450                    1.00             4     12
5915          82.540596   0.0   3.6      1029        86         2.0     0.00     0.00         100      0             0        450                    0.00             4     12
5916          69.530810   0.0   3.0      1029        90         2.3     0.00     0.00         100      0             0        450                    0.00             4     12
5917          69.530810   0.0   3.0      1029        90         2.3     0.00     0.00         100      0             0        450                    0.00             4     12
5918          69.530810   0.0   3.0      1029        90         2.3     0.00     0.00         100      0             0        450                    0.00             4     12
5919          69.530810   0.0   3.0      1029        90         2.3     0.00     0.00         100      0             0        450                    0.00             4     12
5920          69.480620   0.0   2.8      1028        90         2.9     0.00     0.00         100      0             0        450                    0.00             4     12
5921          69.480620   0.0   2.8      1028        90         2.9     0.00     0.00         100      0             0        450                    0.00             4     12
5922          69.480620   0.0   2.8      1028        90         2.9     0.00     0.00         100      0             0        450                    0.00             4     12
5923          69.480620   0.0   2.8      1028        90         2.9     0.00     0.00         100      0             0        450                    0.00             4     12
5924          69.881676   0.0   3.2      1028        90         3.4     0.00     0.00         100      0             0        450                    0.00             4     12
5925          69.881676   0.0   3.2      1028        90         3.4     0.00     0.00         100      0             0        450                    0.00             4     12
5926          69.881676   0.0   3.2      1028        90         3.4     0.00     0.00         100      0             0        450                    0.00             4     12
5927          69.881676   0.0   3.2      1028        90         3.4     0.00     0.00         100      0             0        450                    0.00             4     12
5928          69.409330   0.0   3.3      1027        90         3.9     0.00     0.00         100      0             0        450                    0.00             4     12
5929          69.409330   0.0   3.3      1027        90         3.9     0.00     0.00         100      0             0        450                    0.00             4     12
5930          69.409330   0.0   3.3      1027        90         3.9     0.00     0.00         100      0             0        450                    0.00             4     12
5931          69.409330   0.0   3.3      1027        90         3.9     0.00     0.00         100      0             0        450                    0.00             4     12
5932          61.321026   0.0   3.4      1027        93         4.2     0.00     0.00         100      0             0        450                    0.00             4     12
5933          61.321026   0.0   3.4      1027        93         4.2     0.00     0.00         100      0             0        450                    0.00             4     12
5934          61.321026   0.0   3.4      1027        93         4.2     0.00     0.00         100      0             0        450                    0.00             4     12
5935          61.321026   0.0   3.4      1027        93         4.2     0.00     0.00         100      0             0        450                    0.00             4     12
5936          53.621193   0.0   4.4      1026        96         4.5     0.00     0.00         100      0             0        450                    0.00             4     12
5937          53.621193   0.0   4.4      1026        96         4.5     0.00     0.00         100      0             0        450                    0.00             4     12
5938          53.621193   0.0   4.4      1026        96         4.5     0.00     0.00         100      0             0        450                    0.00             4     12
5939          53.621193   0.0   4.4      1026        96         4.5     0.00     0.00         100      0             0        450                    0.00             4     12
5940          51.354920   0.0   4.6      1025        97         4.8     0.00     0.00         100      0             0        450                    0.00             4     12
5941          51.354920   0.0   4.6      1025        97         4.8     0.00     0.00         100      0             0        450                    0.00             4     12
5942          51.354920   0.0   4.6      1025        97         4.8     0.00     0.00         100      0             0        450                    0.00             4     12
5943          51.354920   0.0   4.6      1025        97         4.8     0.00     0.00         100      0             0        450                    0.00             4     12
5944          49.279682   0.0   5.4      1024        98         5.4     0.00     0.00         100      0             0        450                    0.00             4     12
5945          49.279682   0.0   5.4      1024        98         5.4     0.00     0.00         100      0             0        450                    0.00             4     12
5946          49.279682   0.0   5.4      1024        98         5.4     0.00     0.00         100      0             0        450                    0.00             4     12
5947          49.279682   0.0   5.4      1024        98         5.4     0.00     0.00         100      0             0        450                    0.00             4     12
5948          50.992245   0.0   5.8      1024        97         5.8     0.00     0.00         100      0             0        450                    0.00             4     12
5949          50.992245   0.0   5.8      1024        97         5.8     0.00     0.00         100      0             0        450                    0.00             4     12
5950          50.992245   0.0   5.8      1024        97         5.8     0.00     0.00         100      0             0        450                    0.00             4     12
5951          50.992245   0.0   5.8      1024        97         5.8     0.00     0.00         100      0             0        450                    0.00             4     12
5952         -26.235088   0.0  -0.2      1022        98         2.7     0.00     0.00          12      0             0        465                    0.00             2     12
5953         -26.235088   0.0  -0.2      1022        98         2.7     0.00     0.00          12      0             0        465                    0.00             2     12
5954         -26.235088   0.0  -0.2      1022        98         2.7     0.00     0.00          12      0             0        465                    0.00             2     12
5955         -26.235088   0.0  -0.2      1022        98         2.7     0.00     0.00          12      0             0        465                    0.00             2     12
5956         -19.960405   0.0   0.2      1022        98         2.3     0.00     0.00          11      0             0        465                    0.00             2     12
5957         -19.960405   0.0   0.2      1022        98         2.3     0.00     0.00          11      0             0        465                    0.00             2     12
5958         -19.960405   0.0   0.2      1022        98         2.3     0.00     0.00          11      0             0        465                    0.00             2     12
5959         -19.960405   0.0   0.2      1022        98         2.3     0.00     0.00          11      0             0        465                    0.00             2     12
5960         -56.451190   0.0  -0.3      1022        99         2.1     0.00     0.00           3      0             0        465                    0.00             1     12
5961         -56.451190   0.0  -0.3      1022        99         2.1     0.00     0.00           3      0             0        465                    0.00             1     12
5962         -56.451190   0.0  -0.3      1022        99         2.1     0.00     0.00           3      0             0        465                    0.00             1     12
5963         -56.451190   0.0  -0.3      1022        99         2.1     0.00     0.00           3      0             0        465                    0.00             1     12
5964         158.792370   0.0  -0.5      1022        99         2.1     0.00     0.00          26      0             0        465                    0.00             2     12
5965         158.792370   0.0  -0.5      1022        99         2.1     0.00     0.00          26      0             0        465                    0.00             2     12
5966         158.792370   0.0  -0.5      1022        99         2.1     0.00     0.00          26      0             0        465                    0.00             2     12
5967         158.792370   0.0  -0.5      1022        99         2.1     0.00     0.00          26      0             0        465                    0.00             2     12
5968          58.819332   0.0  -0.2      1022       100         2.2     0.00     0.00          85      0             0        465                    0.00             4     12
5969          58.819332   0.0  -0.2      1022       100         2.2     0.00     0.00          85      0             0        465                    0.00             4     12
5970          58.819332   0.0  -0.2      1022       100         2.2     0.00     0.00          85      0             0        465                    0.00             4     12
5971          58.819332   0.0  -0.2      1022       100         2.2     0.00     0.00          85      0             0        465                    0.00             4     12
5972          41.357384   0.0  -0.2      1022       100         2.2     0.00     0.00         100      0             0        465                    0.00             4     12
5973          41.357384   0.0  -0.2      1022       100         2.2     0.00     0.00         100      0             0        465                    0.00             4     12
5974          41.357384   0.0  -0.2      1022       100         2.2     0.00     0.00         100      0             0        465                    0.00             4     12
5975          41.357384   0.0  -0.2      1022       100         2.2     0.00     0.00         100      0             0        465                    0.00             4     12
5976          41.536102   0.0  -0.3      1022       100         2.7     0.00     0.00         100      0             0        465                    0.00             4     12
5977          41.536102   0.0  -0.3      1022       100         2.7     0.00     0.00         100      0             0        465                    0.00             4     12
5978          41.536102   0.0  -0.3      1022       100         2.7     0.00     0.00         100      0             0        465                    0.00             4     12
5979          41.536102   0.0  -0.3      1022       100         2.7     0.00     0.00         100      0             0        465                    0.00             4     12
5980          42.221523   2.0  -0.4      1022       100         3.2     0.00     0.00         100      1            15        465                    0.03             4     12
5981          17.538198   6.8  -0.4      1022       100         3.2     0.00     0.00         100      1            30        465                    0.06             4     12
5982         334.977230  12.5  -0.4      1022       100         3.2     0.00     0.00         100      1            45        465                    0.10             4     12
5983         334.912080  18.2  -0.4      1022       100         3.2     0.00     0.00         100      1            60        465                    0.13             4     12
5984         334.935240   9.5  -0.2      1022       100         3.0     0.00     0.00         100      1            75        465                    0.16             4     12
5985         335.841860   3.8  -0.2      1022       100         3.0     0.00     0.00         100      1            90        465                    0.19             4     12
5986         577.985600   4.1  -0.2      1022       100         3.0     0.00     0.00         100      1           105        465                    0.23             4     12
5987         579.040300   4.4  -0.2      1022       100         3.0     0.00     0.00         100      1           120        465                    0.26             4     12
5988         578.920000   4.7   0.3      1022       100         2.9     0.00     0.00         100      1           135        465                    0.29             4     12
5989         576.512500   5.0   0.3      1022       100         2.9     0.00     0.00         100      1           150        465                    0.32             4     12
5990         578.800600   5.2   0.3      1022       100         2.9     0.00     0.00         100      1           165        465                    0.35             4     12
5991         837.778600   5.3   0.3      1022       100         2.9     0.00     0.00         100      1           180        465                    0.39             4     12
5992         866.095300   5.4   0.5      1022       100         3.1     0.00     0.00         100      1           195        465                    0.42             4     12
5993        1214.394000   6.7   0.5      1022       100         3.1     0.00     0.00         100      1           210        465                    0.45             4     12
5994        1269.032600   9.8   0.5      1022       100         3.1     0.00     0.00         100      1           225        465                    0.48             4     12
5995         870.310000  15.3   0.5      1022       100         3.1     0.00     0.00         100      1           240        465                    0.52             4     12
5996        1164.349600  19.7   0.6      1022       100         3.2     0.00     0.00         100      1           255        465                    0.55             4     12
5997         899.294400  20.4   0.6      1022       100         3.2     0.00     0.00         100      1           270        465                    0.58             4     12
5998         872.370060  20.1   0.6      1022       100         3.2     0.00     0.00         100      1           285        465                    0.61             4     12
5999         869.467200  18.6   0.6      1022       100         3.2     0.00     0.00         100      1           300        465                    0.65             4     12
6000         600.653140  28.3   0.8      1022        99         3.0     0.00     0.00         100      1           315        465                    0.68             4     12
6001         478.806100  31.0   0.8      1022        99         3.0     0.00     0.00         100      1           330        465                    0.71             4     12
6002         548.472500  28.4   0.8      1022        99         3.0     0.00     0.00         100      1           345        465                    0.74             4     12
6003          16.480295  25.9   0.8      1022        99         3.0     0.00     0.00         100      1           360        465                    0.77             4     12
6004         -89.334595  22.8   0.9      1021        99         3.2     0.00     0.00         100      1           375        465                    0.81             4     12
6005         -88.657326  20.6   0.9      1021        99         3.2     0.00     0.00         100      1           390        465                    0.84             4     12
6006        -182.844250  17.1   0.9      1021        99         3.2     0.00     0.00         100      1           405        465                    0.87             4     12
6007        -174.296230  13.4   0.9      1021        99         3.2     0.00     0.00         100      1           420        465                    0.90             4     12
6008        -165.208310   8.2   1.3      1021        98         3.5     0.00     0.00         100      1           435        465                    0.94             4     12
6009        -166.295330   3.3   1.3      1021        98         3.5     0.00     0.00         100      1           450        465                    0.97             4     12
6010        -176.940320   0.3   1.3      1021        98         3.5     0.00     0.00         100      1           465        465                    1.00             4     12
6011          42.547820   0.0   1.3      1021        98         3.5     0.00     0.00         100      0             0        465                    0.00             4     12
6012          43.233906   0.0   1.3      1021        97         3.4     0.00     0.00         100      0             0        465                    0.00             4     12
6013          43.233906   0.0   1.3      1021        97         3.4     0.00     0.00         100      0             0        465                    0.00             4     12
6014          43.233906   0.0   1.3      1021        97         3.4     0.00     0.00         100      0             0        465                    0.00             4     12
6015          43.233906   0.0   1.3      1021        97         3.4     0.00     0.00         100      0             0        465                    0.00             4     12
6016          44.744220   0.0   1.5      1021        95         3.2     0.00     0.00         100      0             0        465                    0.00             4     12
6017          44.744220   0.0   1.5      1021        95         3.2     0.00     0.00         100      0             0        465                    0.00             4     12
6018          44.744220   0.0   1.5      1021        95         3.2     0.00     0.00         100      0             0        465                    0.00             4     12
6019          44.744220   0.0   1.5      1021        95         3.2     0.00     0.00         100      0             0        465                    0.00             4     12
6020          45.475296   0.0   1.7      1021        94         2.9     0.00     0.00         100      0             0        465                    0.00             4     12
6021          45.475296   0.0   1.7      1021        94         2.9     0.00     0.00         100      0             0        465                    0.00             4     12
6022          45.475296   0.0   1.7      1021        94         2.9     0.00     0.00         100      0             0        465                    0.00             4     12
6023          45.475296   0.0   1.7      1021        94         2.9     0.00     0.00         100      0             0        465                    0.00             4     12
6024          44.220448   0.0   1.7      1020        95         2.8     0.00     0.00         100      0             0        465                    0.00             4     12
6025          44.220448   0.0   1.7      1020        95         2.8     0.00     0.00         100      0             0        465                    0.00             4     12
6026          44.220448   0.0   1.7      1020        95         2.8     0.00     0.00         100      0             0        465                    0.00             4     12
6027          44.220448   0.0   1.7      1020        95         2.8     0.00     0.00         100      0             0        465                    0.00             4     12
6028          43.438732   0.0   1.6      1020        96         2.8     0.00     0.00         100      0             0        465                    0.00             4     12
6029          43.438732   0.0   1.6      1020        96         2.8     0.00     0.00         100      0             0        465                    0.00             4     12
6030          43.438732   0.0   1.6      1020        96         2.8     0.00     0.00         100      0             0        465                    0.00             4     12
6031          43.438732   0.0   1.6      1020        96         2.8     0.00     0.00         100      0             0        465                    0.00             4     12
6032          42.721478   0.0   1.2      1020        97         2.6     0.00     0.00         100      0             0        465                    0.00             4     12
6033          42.721478   0.0   1.2      1020        97         2.6     0.00     0.00         100      0             0        465                    0.00             4     12
6034          42.721478   0.0   1.2      1020        97         2.6     0.00     0.00         100      0             0        465                    0.00             4     12
6035          42.721478   0.0   1.2      1020        97         2.6     0.00     0.00         100      0             0        465                    0.00             4     12
6036          42.521732   0.0   1.1      1019        97         2.6     0.00     0.00         100      0             0        465                    0.00             4     12
6037          42.521732   0.0   1.1      1019        97         2.6     0.00     0.00         100      0             0        465                    0.00             4     12
6038          42.521732   0.0   1.1      1019        97         2.6     0.00     0.00         100      0             0        465                    0.00             4     12
6039          42.521732   0.0   1.1      1019        97         2.6     0.00     0.00         100      0             0        465                    0.00             4     12
6040          42.077095   0.0   0.9      1019        98         3.1     0.00     0.00         100      0             0        465                    0.00             4     12
6041          42.077095   0.0   0.9      1019        98         3.1     0.00     0.00         100      0             0        465                    0.00             4     12
6042          42.077095   0.0   0.9      1019        98         3.1     0.00     0.00         100      0             0        465                    0.00             4     12
6043          42.077095   0.0   0.9      1019        98         3.1     0.00     0.00         100      0             0        465                    0.00             4     12
6044          42.055637   0.0   1.0      1019        98         3.1     0.00     0.00         100      0             0        465                    0.00             4     12
6045          42.055637   0.0   1.0      1019        98         3.1     0.00     0.00         100      0             0        465                    0.00             4     12
6046          42.055637   0.0   1.0      1019        98         3.1     0.00     0.00         100      0             0        465                    0.00             4     12
6047          42.055637   0.0   1.0      1019        98         3.1     0.00     0.00         100      0             0        465                    0.00             4     12
6048          41.922550   0.0   1.0      1018        98         3.3     0.00     0.00         100      0             0        465                    0.00             4     12
6049          41.922550   0.0   1.0      1018        98         3.3     0.00     0.00         100      0             0        465                    0.00             4     12
6050          41.922550   0.0   1.0      1018        98         3.3     0.00     0.00         100      0             0        465                    0.00             4     12
6051          41.922550   0.0   1.0      1018        98         3.3     0.00     0.00         100      0             0        465                    0.00             4     12
6052          42.083233   0.0   1.0      1018        98         3.8     0.00     0.00         100      0             0        465                    0.00             4     12
6053          42.083233   0.0   1.0      1018        98         3.8     0.00     0.00         100      0             0        465                    0.00             4     12
6054          42.083233   0.0   1.0      1018        98         3.8     0.00     0.00         100      0             0        465                    0.00             4     12
6055          42.083233   0.0   1.0      1018        98         3.8     0.00     0.00         100      0             0        465                    0.00             4     12
6056          41.570500   0.0   1.0      1018        99         4.1     0.00     0.00         100      0             0        465                    0.00             4     12
6057          41.570500   0.0   1.0      1018        99         4.1     0.00     0.00         100      0             0        465                    0.00             4     12
6058          41.570500   0.0   1.0      1018        99         4.1     0.00     0.00         100      0             0        465                    0.00             4     12
6059          41.570500   0.0   1.0      1018        99         4.1     0.00     0.00         100      0             0        465                    0.00             4     12
6060          41.928047   0.0   1.1      1017        98         4.0     0.00     0.00         100      0             0        465                    0.00             4     12
6061          41.928047   0.0   1.1      1017        98         4.0     0.00     0.00         100      0             0        465                    0.00             4     12
6062          41.928047   0.0   1.1      1017        98         4.0     0.00     0.00         100      0             0        465                    0.00             4     12
6063          41.928047   0.0   1.1      1017        98         4.0     0.00     0.00         100      0             0        465                    0.00             4     12
6064          41.938660   0.0   1.2      1017        98         4.1     0.00     0.00         100      0             0        465                    0.00             4     12
6065          41.938660   0.0   1.2      1017        98         4.1     0.00     0.00         100      0             0        465                    0.00             4     12
6066          41.938660   0.0   1.2      1017        98         4.1     0.00     0.00         100      0             0        465                    0.00             4     12
6067          41.938660   0.0   1.2      1017        98         4.1     0.00     0.00         100      0             0        465                    0.00             4     12
6068          42.420170   0.0   1.7      1016        97         4.6     0.00     0.00         100      0             0        465                    0.00             4     12
6069          42.420170   0.0   1.7      1016        97         4.6     0.00     0.00         100      0             0        465                    0.00             4     12
6070          42.420170   0.0   1.7      1016        97         4.6     0.00     0.00         100      0             0        465                    0.00             4     12
6071          42.420170   0.0   1.7      1016        97         4.6     0.00     0.00         100      0             0        465                    0.00             4     12
6072          44.063972   0.0   1.8      1016        96         5.4     0.00     0.00          99      0             0        465                    0.00             4     12
6073          44.063972   0.0   1.8      1016        96         5.4     0.00     0.00          99      0             0        465                    0.00             4     12
6074          44.063972   0.0   1.8      1016        96         5.4     0.00     0.00          99      0             0        465                    0.00             4     12
6075          44.063972   0.0   1.8      1016        96         5.4     0.00     0.00          99      0             0        465                    0.00             4     12
6076          45.170975   1.4   1.9      1016        94         5.4     0.00     0.00         100      1            15        465                    0.03             4     12
6077           0.726690   5.8   1.9      1016        94         5.4     0.00     0.00         100      1            30        465                    0.06             4     12
6078         333.725980  11.2   1.9      1016        94         5.4     0.00     0.00         100      1            45        465                    0.10             4     12
6079        -184.606770  16.7   1.9      1016        94         5.4     0.00     0.00         100      1            60        465                    0.13             4     12
6080        -185.760730   8.9   1.9      1016        93         4.7     0.00     0.00         100      1            75        465                    0.16             4     12
6081         333.613980   3.7   1.9      1016        93         4.7     0.00     0.00         100      1            90        465                    0.19             4     12
6082         576.564760   3.9   1.9      1016        93         4.7     0.00     0.00         100      1           105        465                    0.23             4     12
6083         356.558100   4.2   1.9      1016        93         4.7     0.00     0.00         100      1           120        465                    0.26             4     12
6084         332.549000   4.5   2.4      1016        92         6.0     0.00     0.00         100      1           135        465                    0.29             4     12
6085         723.497500   4.8   2.4      1016        92         6.0     0.00     0.00         100      1           150        465                    0.32             4     12
6086         575.261900   5.0   2.4      1016        92         6.0     0.00     0.00         100      1           165        465                    0.35             4     12
6087         330.731930   5.1   2.4      1016        92         6.0     0.00     0.00         100      1           180        465                    0.39             4     12
6088         702.912800   5.2   2.8      1016        89         5.6     0.00     0.00          86      1           195        465                    0.42             4     12
6089         390.980220   5.4   2.8      1016        89         5.6     0.00     0.00          86      1           210        465                    0.45             4     12
6090        1264.029500   8.5   2.8      1016        89         5.6     0.00     0.00          86      1           225        465                    0.48             4     12
6091        1121.356700   8.7   2.8      1016        89         5.6     0.00     0.00          86      1           240        465                    0.52             4     12
6092        1318.797900  20.1   3.8      1016        88         5.7     0.00     0.00          57      1           255        465                    0.55             3     12
6093        1512.797600  26.5   3.8      1016        88         5.7     0.00     0.00          57      1           270        465                    0.58             3     12
6094        1898.564200  19.3   3.8      1016        88         5.7     0.00     0.00          57      1           285        465                    0.61             3     12
6095         881.729100  29.4   3.8      1016        88         5.7     0.00     0.00          57      1           300        465                    0.65             3     12
6096        1250.376600  34.7   4.5      1017        85         5.7     0.00     0.00          49      1           315        465                    0.68             2     12
6097        2636.039800  40.9   4.5      1017        85         5.7     0.00     0.00          49      1           330        465                    0.71             2     12
6098        1467.750500  26.2   4.5      1017        85         5.7     0.00     0.00          49      1           345        465                    0.74             2     12
6099        1226.146100  10.3   4.5      1017        85         5.7     0.00     0.00          49      1           360        465                    0.77             2     12
6100        1613.210200  15.3   4.1      1016        83         6.2     0.00     0.00          46      1           375        465                    0.81             2     12
6101        1294.028600  22.5   4.1      1016        83         6.2     0.00     0.00          46      1           390        465                    0.84             2     12
6102        1924.044300  19.7   4.1      1016        83         6.2     0.00     0.00          46      1           405        465                    0.87             2     12
6103         769.624600  13.7   4.1      1016        83         6.2     0.00     0.00          46      1           420        465                    0.90             2     12
6104         252.466930   8.0   4.0      1016        83         5.6     0.00     0.00          39      1           435        465                    0.94             2     12
6105         -93.929230   3.1   4.0      1016        83         5.6     0.00     0.00          39      1           450        465                    0.97             2     12
6106        -151.125660   0.2   4.0      1016        83         5.6     0.00     0.00          39      1           465        465                    1.00             2     12
6107         172.299560   0.0   4.0      1016        83         5.6     0.00     0.00          39      0             0        465                    0.00             2     12
6108         205.108230   0.0   3.5      1016        85         5.7     0.12     0.00          53      0             0        465                    0.00             5     12
6109         205.108230   0.0   3.5      1016        85         5.7     0.12     0.00          53      0             0        465                    0.00             5     12
6110         205.108230   0.0   3.5      1016        85         5.7     0.12     0.00          53      0             0        465                    0.00             5     12
6111         205.108230   0.0   3.5      1016        85         5.7     0.12     0.00          53      0             0        465                    0.00             5     12
6112         176.241350   0.0   2.4      1017        87         5.9     0.13     0.00          70      0             0        465                    0.00             5     12
6113         176.241350   0.0   2.4      1017        87         5.9     0.13     0.00          70      0             0        465                    0.00             5     12
6114         176.241350   0.0   2.4      1017        87         5.9     0.13     0.00          70      0             0        465                    0.00             5     12
6115         176.241350   0.0   2.4      1017        87         5.9     0.13     0.00          70      0             0        465                    0.00             5     12
